game_id,white_player,white_rating,black_player,black_rating,opening,winner,move_count,link
xS0ouZkz,yux998,999.0,Horobetz,2430.0,C44: King's Knight Opening: Konstantinopolsky,black,52,https://lichess.org/xS0ouZkz
Q9qBgEgg,yux998,1005.0,Horobetz,2429.0,"C48: Four Knights Game: Spanish Variation, Rubinstein Variation, Henneberger Variation",black,68,https://lichess.org/Q9qBgEgg
32kIw5wR,Horobetz,2429.0,Stratatactician,1983.0,"C19: French Defense: Winawer Variation, Positional Variation",white,113,https://lichess.org/32kIw5wR
nJzzhnib,yux998,992.0,Horobetz,2429.0,C41: Philidor Defense,white,78,https://lichess.org/nJzzhnib
5ETCnAHa,king20_games21,926.0,Horobetz,2429.0,C41: Philidor Defense,black,64,https://lichess.org/5ETCnAHa
LHfK5cOp,Stratatactician,2012.0,Horobetz,2415.0,B51: Sicilian Defense: Moscow Variation,black,54,https://lichess.org/LHfK5cOp
CLyjYlrm,Stratatactician,2057.0,Horobetz,2395.0,B15: Caro-Kann Defense: Tartakower Variation,black,22,https://lichess.org/CLyjYlrm
lowec4Vv,Horobetz,2395.0,yux998,966.0,C20: King's Pawn Game: Beyer Gambit,black,12,https://lichess.org/lowec4Vv
ffsv0Pql,yux998,966.0,Horobetz,2395.0,B01: Scandinavian Defense,black,30,https://lichess.org/ffsv0Pql
hU0ZyDeC,Horobetz,2395.0,yux998,966.0,D02: Queen's Pawn Game: Chigorin Variation,white,45,https://lichess.org/hU0ZyDeC
GS7M0YX8,Horobetz,2395.0,agentile,1500.0,D10: Slav Defense,black,19,https://lichess.org/GS7M0YX8
1S8L31ae,Horobetz,2395.0,agentile,1500.0,D15: Slav Defense: Three Knights Variation,black,15,https://lichess.org/1S8L31ae
EU7DJiIh,Horobetz,2463.0,EasyKnight3,2447.0,"C10: French Defense: Rubinstein Variation, Blackburne Defense",black,108,https://lichess.org/EU7DJiIh
wFBIRUiA,Horobetz,2463.0,Teddyman003,1500.0,C01: French Defense: Exchange Variation,black,33,https://lichess.org/wFBIRUiA
kkOZJl1C,Horobetz,2463.0,Teddyman003,1500.0,E91: King's Indian Defense: Orthodox Variation,black,100,https://lichess.org/kkOZJl1C
gTX53phY,Horobetz,2463.0,BlunderingTactician,1500.0,C00: French Defense: Knight Variation,draw,138,https://lichess.org/gTX53phY
HgxQuiTp,Micah2011,1853.0,Horobetz,2463.0,C36: King's Gambit Accepted: Abbazia Defense,black,90,https://lichess.org/HgxQuiTp
RIihSOKt,MrPresident36,2087.0,Horobetz,2463.0,A08: Zukertort Opening: Reversed Grünfeld,black,92,https://lichess.org/RIihSOKt
Wujxwusx,Horobetz,2463.0,jeffbass863,1816.0,B01: Scandinavian Defense: Classical Variation,black,51,https://lichess.org/Wujxwusx
3H5wVoaR,Horobetz,2463.0,Zakkun1m,1443.0,"B22: Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",white,67,https://lichess.org/3H5wVoaR
IJEutzZU,Horobetz,2463.0,Macah,1211.0,C24: Bishop's Opening: Berlin Defense,black,57,https://lichess.org/IJEutzZU
SdID5rxI,Tpethic,1406.0,Horobetz,2462.0,A00: Hungarian Opening: Symmetrical Variation,black,56,https://lichess.org/SdID5rxI
vuuQMW2A,Horobetz,2461.0,Tpethic,1262.0,"B12: Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",white,45,https://lichess.org/vuuQMW2A
wahHETuv,Tpethic,1263.0,Horobetz,2460.0,C55: Italian Game: Two Knights Defense,black,38,https://lichess.org/wahHETuv
n47PGwRU,DrPooky,1500.0,Horobetz,2460.0,A04: Zukertort Opening: Sicilian Invitation,black,90,https://lichess.org/n47PGwRU
KcaMni5k,Horobetz,2460.0,DrPooky,1500.0,B15: Caro-Kann Defense: Tartakower Variation,white,41,https://lichess.org/KcaMni5k
TqniDpq7,Horobetz,2460.0,vulturecommittee,1351.0,D44: Semi-Slav Defense: Botvinnik Variation,black,39,https://lichess.org/TqniDpq7
HoXm1oxp,Teddyman003,1500.0,Horobetz,2460.0,"C54: Italian Game: Classical Variation, Giuoco Pianissimo",draw,74,https://lichess.org/HoXm1oxp
ZgK1v2Ub,Horobetz,2460.0,Teddyman003,1500.0,C01: French Defense: Exchange Variation,white,63,https://lichess.org/ZgK1v2Ub
mr9dwDeW,Horobetz,2460.0,Teddyman003,1500.0,C01: French Defense: Exchange Variation,black,31,https://lichess.org/mr9dwDeW
ykFx3kvP,vulturecommittee,1351.0,Horobetz,2460.0,B00: Pirc Defense,white,76,https://lichess.org/ykFx3kvP
OoTJUWG7,Horobetz,2460.0,jkoch1,1628.0,"D19: Slav Defense: Czech Variation, Classical System, Main Line",black,63,https://lichess.org/OoTJUWG7
pXMa9DlC,Horobetz,2460.0,BarkerCRS,1440.0,"B38: Sicilian Defense: Accelerated Dragon, Maróczy Bind",white,57,https://lichess.org/pXMa9DlC
Emlxe9DQ,Horobetz,2460.0,agentile,1500.0,B07: Pirc Defense,black,31,https://lichess.org/Emlxe9DQ
Mcik9JVf,BarkerCRS,1440.0,Horobetz,2460.0,A07: King's Indian Attack: Double Fianchetto,white,108,https://lichess.org/Mcik9JVf
eHsheuwE,BarkerCRS,1440.0,Horobetz,2460.0,A05: King's Indian Attack,black,74,https://lichess.org/eHsheuwE
AJkg1D9t,BarkerCRS,1440.0,Horobetz,2460.0,A05: King's Indian Attack,black,46,https://lichess.org/AJkg1D9t
JzGDJuGd,BarkerCRS,1440.0,Horobetz,2460.0,A07: King's Indian Attack,black,42,https://lichess.org/JzGDJuGd
1wV1a1W1,Horobetz,2460.0,BarkerCRS,1440.0,"D55: Queen's Gambit Declined: Modern Variation, Normal Line",white,33,https://lichess.org/1wV1a1W1
YWY91IBH,BarkerCRS,1440.0,Horobetz,2460.0,"B50: Sicilian Defense: Delayed Alapin Variation, with d6",white,69,https://lichess.org/YWY91IBH
NiHP9Qxc,Horobetz,2460.0,M0rphysGhost,1617.0,C78: Ruy Lopez: Morphy Defense,white,31,https://lichess.org/NiHP9Qxc
oXJjFGVK,M0rphysGhost,1617.0,Horobetz,2460.0,A46: Indian Defense: London System,black,50,https://lichess.org/oXJjFGVK
9QIyJTs1,Horobetz,2434.0,ohohohoh,2380.0,C90: Ruy Lopez: Closed,white,65,https://lichess.org/9QIyJTs1
ZLPl0PpF,Horobetz,2434.0,OndrasNeck,1864.0,"C45: Scotch Game: Classical Variation, Intermezzo Variation",white,103,https://lichess.org/ZLPl0PpF
4oupJM5V,Jaccs,2332.0,Horobetz,2409.0,"D02: Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",black,52,https://lichess.org/4oupJM5V
EDRx1ZTK,Horobetz,2409.0,M0rphysGhost,1736.0,"C50: Italian Game: Classical Variation, Albin Gambit",white,45,https://lichess.org/EDRx1ZTK
ePPSP3S4,M0rphysGhost,1601.0,Horobetz,2409.0,C42: Petrov's Defense: Stafford Gambit,black,124,https://lichess.org/ePPSP3S4
x7esO4pq,Horobetz,2409.0,BarkerCRS,1440.0,D01: Rapport-Jobava System,black,71,https://lichess.org/x7esO4pq
nMh3g2dN,Horobetz,2409.0,aachanta25,1500.0,A08: King's Indian Attack: Sicilian Variation,white,67,https://lichess.org/nMh3g2dN
ULeVNLNv,ChessAdvocate,1803.0,Horobetz,2409.0,"A37: English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3",black,86,https://lichess.org/ULeVNLNv
he5za5RK,Horobetz,2409.0,skmtn,2042.0,A08: King's Indian Attack: Sicilian Variation,draw,78,https://lichess.org/he5za5RK
93cw3Ikd,douglas_stewart,1786.0,Horobetz,2409.0,B27: Sicilian Defense: Hyperaccelerated Dragon,draw,132,https://lichess.org/93cw3Ikd
NNOZYwAe,GAdmiralThrawn,2167.0,Horobetz,2409.0,E10: Indian Defense: Anti-Nimzo-Indian,black,54,https://lichess.org/NNOZYwAe
P9ZoBEvi,Stephen-xiao,1726.0,Horobetz,2408.0,B22: Sicilian Defense: Alapin Variation,black,111,https://lichess.org/P9ZoBEvi
dgrfrqLk,Horobetz,2405.0,kjkormick,1830.0,"B18: Caro-Kann Defense: Classical Variation, Main Line",white,25,https://lichess.org/dgrfrqLk
GvUSrbtK,AndrewCrigger,2096.0,Horobetz,2434.0,A50: Indian Defense: Normal Variation,white,119,https://lichess.org/GvUSrbtK
hRsLrMvp,Horobetz,2431.0,lolthisisfun,1937.0,"B92: Sicilian Defense: Najdorf Variation, Opocensky Variation",white,87,https://lichess.org/hRsLrMvp
ZZO39qNv,wish01,1500.0,Horobetz,2429.0,"A34: English Opening: Symmetrical Variation, Normal Variation",black,82,https://lichess.org/ZZO39qNv
CI3S8uct,Horobetz,2415.0,AlgernonBlackwood,2245.0,C90: Ruy Lopez: Closed,white,56,https://lichess.org/CI3S8uct
Yu31excn,Horobetz,2415.0,mblann,1500.0,C00: French Defense: King's Indian Attack,white,25,https://lichess.org/Yu31excn
qSwxZDJ1,mblann,1500.0,Horobetz,2415.0,D00: Queen's Pawn Game: Levitsky Attack,black,44,https://lichess.org/qSwxZDJ1
gUm8jS6w,Varchavianka,2311.0,Horobetz,2446.0,"B38: Sicilian Defense: Accelerated Dragon, Maróczy Bind",white,119,https://lichess.org/gUm8jS6w
Tzkd2tuK,Horobetz,2437.0,avers11111,2168.0,"B09: Pirc Defense: Austrian Attack, Dragon Formation",white,21,https://lichess.org/Tzkd2tuK
ymjkb0tw,Horobetz,2428.0,Keamran,2174.0,B03: Alekhine Defense: Exchange Variation,white,39,https://lichess.org/ymjkb0tw
KZNtJd2h,Bormatyxa,2012.0,Horobetz,2449.0,B51: Sicilian Defense: Moscow Variation,draw,106,https://lichess.org/KZNtJd2h
NQrxF0Ls,Horobetz,2493.0,judemundramirez,2159.0,B15: Caro-Kann Defense: Tartakower Variation,black,124,https://lichess.org/NQrxF0Ls
w0LyGDkw,Horobetz,2487.0,a_lot_of_mate,2114.0,B00: Duras Gambit,white,63,https://lichess.org/w0LyGDkw
5boeqP8Y,Lord-Universe31,2367.0,Horobetz,2496.0,B51: Sicilian Defense: Moscow Variation,draw,90,https://lichess.org/5boeqP8Y
VLYAtrEG,Horobetz,2490.0,TheRatRiverTrapper,2107.0,B33: Sicilian Defense: Lasker-Pelikan Variation,white,43,https://lichess.org/VLYAtrEG
w93aFahd,Horobetz,2462.0,Gambit2Mate,2442.0,"B44: Sicilian Defense: Taimanov Variation, Szén Variation",white,65,https://lichess.org/w93aFahd
KllRA5bT,Horobetz,2460.0,Riddler0,1773.0,"B23: Sicilian Defense: Grand Prix Attack, Schofman Variation",white,61,https://lichess.org/KllRA5bT
sGxBJkkC,Horobetz,2457.0,RootCanalForYou,1918.0,B23: Sicilian Defense: Closed,white,61,https://lichess.org/sGxBJkkC
80TBOQlP,ChessAdvocate,1802.0,Horobetz,2455.0,A00: Mieses Opening,black,72,https://lichess.org/80TBOQlP
iUl6sCBU,Egk2009,1533.0,Horobetz,2455.0,B22: Sicilian Defense: Alapin Variation,black,51,https://lichess.org/iUl6sCBU
HI44PQdt,Horobetz,2453.0,douglas_stewart,1851.0,B23: Sicilian Defense: Closed,white,25,https://lichess.org/HI44PQdt
OlqhpNbl,BoogieMan66,1700.0,Horobetz,2451.0,A01: Nimzo-Larsen Attack: English Variation,black,22,https://lichess.org/OlqhpNbl
IA2HzOKa,Horobetz,2451.0,Egk2009,1545.0,C29: Vienna Game: Vienna Gambit,white,35,https://lichess.org/IA2HzOKa
9WqNZgMk,misterbigturtle2,1776.0,Horobetz,2449.0,B27: Sicilian Defense: Hyperaccelerated Fianchetto,black,34,https://lichess.org/9WqNZgMk
rSUIoJfW,BoogieMan66,1838.0,Horobetz,2447.0,B20: Sicilian Defense: Snyder Variation,black,40,https://lichess.org/rSUIoJfW
8bAk0ks6,Horobetz,2445.0,misterbigturtle2,1802.0,B23: Sicilian Defense: Closed,white,47,https://lichess.org/8bAk0ks6
6IlsjmQx,Horobetz,2445.0,eeyorechess,1410.0,C25: Vienna Game: Anderssen Defense,white,51,https://lichess.org/6IlsjmQx
esqNDdSD,MrAverage,2109.0,Horobetz,2436.0,A60: Benoni Defense: Modern Variation,black,58,https://lichess.org/esqNDdSD
6iqmlcsb,Horobetz,2436.0,Egk2009,1478.0,C29: Vienna Game: Vienna Gambit,white,45,https://lichess.org/6iqmlcsb
vLBNVE5h,ZZju,1566.0,Horobetz,2435.0,B27: Sicilian Defense: Hyperaccelerated Dragon,black,48,https://lichess.org/vLBNVE5h
UZhY98Wh,Horobetz,2434.0,misterbigturtle2,1705.0,B23: Sicilian Defense: Closed,white,31,https://lichess.org/UZhY98Wh
cHHnN5fo,Horobetz,2433.0,BigHead2009,1512.0,"B18: Caro-Kann Defense: Classical Variation, Main Line",white,33,https://lichess.org/cHHnN5fo
KFsqZD32,MrAverage,2106.0,Horobetz,2424.0,"E41: Nimzo-Indian Defense: Normal Variation, Hübner Deferred",black,86,https://lichess.org/KFsqZD32
yNivDhv0,Horobetz,2414.0,KIT08,2137.0,A08: King's Indian Attack: Sicilian Variation,white,93,https://lichess.org/yNivDhv0
5QFg1tjV,thinkplanmove314,2260.0,Murat_Chess9,2227.0,"D09: Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation",white,41,https://lichess.org/5QFg1tjV
ori2ls2F,Phillip_Shabelnikov,2176.0,thinkplanmove314,2272.0,"E36: Nimzo-Indian Defense: Classical Variation, Noa Variation",white,79,https://lichess.org/ori2ls2F
dGqJf71Y,FC7PLAY,2210.0,thinkplanmove314,2274.0,"B22: Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",draw,79,https://lichess.org/dGqJf71Y
mhHeVtE2,KManohar,2129.0,thinkplanmove314,2263.0,A45: Indian Defense,black,24,https://lichess.org/mhHeVtE2
pNrK5t6L,totabaskota,2330.0,thinkplanmove314,2271.0,A46: Torre Attack: Classical Defense,white,123,https://lichess.org/pNrK5t6L
9RTpiKW3,thinkplanmove314,2280.0,ASMMI,2322.0,"E62: King's Indian Defense: Fianchetto Variation, Lesser Simagin (Spassky)",black,120,https://lichess.org/9RTpiKW3
NFPH1sRS,Artem_3000,2379.0,thinkplanmove314,2277.0,A45: Indian Defense,draw,20,https://lichess.org/NFPH1sRS
eAm1AZCx,Ngandung,2265.0,thinkplanmove314,2277.0,"B99: Sicilian Defense: Najdorf Variation, Main Line",draw,105,https://lichess.org/eAm1AZCx
4O7hy19a,UFO_05,2182.0,thinkplanmove314,2280.0,"B21: Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",draw,276,https://lichess.org/4O7hy19a
0d1T9I6g,thinkplanmove314,2265.0,Raghu_2i06,2450.0,D06: Queen's Gambit Declined: Marshall Defense,white,49,https://lichess.org/0d1T9I6g
xbahSH8i,Nikolayi10,2233.0,thinkplanmove314,2266.0,E00: Catalan Opening,draw,93,https://lichess.org/xbahSH8i
wB9vT6BL,illuminati7,2111.0,thinkplanmove314,2260.0,E20: Nimzo-Indian Defense,black,76,https://lichess.org/wB9vT6BL
jAz3YTvO,thinkplanmove314,2256.0,Andre12q,2068.0,D06: Queen's Gambit Declined: Marshall Defense,white,79,https://lichess.org/jAz3YTvO
huOHNMy6,thinkplanmove314,2267.0,kd28,2199.0,D46: Semi-Slav Defense: Romih Variation,black,86,https://lichess.org/huOHNMy6
4B2FmMN5,thinkplanmove314,2279.0,Pishtaz1988,2201.0,"E67: King's Indian Defense: Fianchetto Variation, Debrecen Defense",black,72,https://lichess.org/4B2FmMN5
InYOG6M0,thinkplanmove314,2272.0,AmmarSd90,2178.0,D06: Queen's Gambit Declined: Marshall Defense,white,95,https://lichess.org/InYOG6M0
dqIa2ju6,Theultimate_player,2208.0,thinkplanmove314,2264.0,"B50: Sicilian Defense: Delayed Alapin Variation, with d6",black,72,https://lichess.org/dqIa2ju6
uTb7LNtL,Deng00,2172.0,thinkplanmove314,2256.0,"E51: Nimzo-Indian Defense: Normal Variation, Ragozin Variation",black,106,https://lichess.org/uTb7LNtL
6ZNxWi0M,IndominusMaster,2228.0,thinkplanmove314,2264.0,"A15: English Opening: Anglo-Indian Defense, King's Indian Formation",white,127,https://lichess.org/6ZNxWi0M
j9q2qset,thinkplanmove314,2273.0,defenestration30,2231.0,A57: Benko Gambit Accepted: Pawn Return Variation,black,56,https://lichess.org/j9q2qset
3b81Cwqc,thinkplanmove314,2266.0,su_chess23,2203.0,D38: Queen's Gambit Declined: Ragozin Defense,white,77,https://lichess.org/3b81Cwqc
nP4dImOL,thinkplanmove314,2257.0,G19BDDB05S,2321.0,D20: Queen's Gambit Accepted: Old Variation,white,63,https://lichess.org/nP4dImOL
B46jjOIV,UltraCrazy,2144.0,thinkplanmove314,2267.0,"B90: Sicilian Defense: Najdorf Variation, English Attack",white,77,https://lichess.org/B46jjOIV
KYcRLbGp,abhishekifmr,2155.0,thinkplanmove314,2278.0,B50: Sicilian Defense: Modern Variations,white,85,https://lichess.org/KYcRLbGp
A7yt1AyY,thinkplanmove314,2271.0,ima13gine,2214.0,"E18: Queen's Indian Defense: Classical Variation, Traditional Variation",white,95,https://lichess.org/A7yt1AyY
ySAwX8or,thinkplanmove314,2259.0,ProfChess04,2079.0,A90: Dutch Defense: Classical Variation,white,59,https://lichess.org/ySAwX8or
g3Q7ldrK,intersall,2222.0,thinkplanmove314,2268.0,"B90: Sicilian Defense: Najdorf Variation, English Attack",white,97,https://lichess.org/g3Q7ldrK
OTIb6iYi,CCABluebox1,2161.0,thinkplanmove314,2262.0,A45: Trompowsky Attack: Classical Defense,black,62,https://lichess.org/OTIb6iYi
PyOTH3O2,thinkplanmove314,2257.0,Luch1k,2073.0,"D63: Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation",white,73,https://lichess.org/PyOTH3O2
YY0Kpquw,VolcanoChess,2191.0,thinkplanmove314,2267.0,B50: Sicilian Defense: Modern Variations,white,105,https://lichess.org/YY0Kpquw
2rTc3INl,thinkplanmove314,2261.0,beautiful_mind8,2143.0,"E18: Queen's Indian Defense: Classical Variation, Traditional Variation",white,129,https://lichess.org/2rTc3INl
EiGqsXcD,littleprince1981,2304.0,thinkplanmove314,2260.0,"B92: Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line",draw,65,https://lichess.org/EiGqsXcD
bWqBHj2p,Amyas31,2256.0,thinkplanmove314,2260.0,"B99: Sicilian Defense: Najdorf Variation, Main Line",draw,220,https://lichess.org/bWqBHj2p
sny6M2AX,Senuja_Illangakoon,2214.0,thinkplanmove314,2251.0,"E05: Catalan Opening: Open Defense, Classical Line",black,78,https://lichess.org/sny6M2AX
vYJ69C5F,thinkplanmove314,2250.0,SCHACHMETT04,2313.0,D07: Queen's Gambit Declined: Chigorin Defense,draw,142,https://lichess.org/vYJ69C5F
tQAWgpqP,Gmsecretmaster,2145.0,thinkplanmove314,2262.0,E12: Queen's Indian Defense: Kasparov Variation,white,89,https://lichess.org/tQAWgpqP
lwyh3V8G,thinkplanmove314,2272.0,jthain1,2278.0,E11: Bogo-Indian Defense: Nimzowitsch Variation,black,58,https://lichess.org/lwyh3V8G
PwbxuBrl,orel_chess13,2263.0,thinkplanmove314,2272.0,A50: Indian Defense: Normal Variation,draw,100,https://lichess.org/PwbxuBrl
yLKITBeW,thinkplanmove314,2272.0,glue_ace,2249.0,E10: Indian Defense: Anti-Nimzo-Indian,black,58,https://lichess.org/yLKITBeW
VOBmZvVA,magnus100000000,2102.0,thinkplanmove314,2266.0,B20: Sicilian Defense,black,82,https://lichess.org/VOBmZvVA
iD9euYPq,thinkplanmove314,2266.0,orel_chess13,2282.0,E16: Queen's Indian Defense: Yates Variation,draw,117,https://lichess.org/iD9euYPq
W4SUdX0V,nikitared7,2157.0,thinkplanmove314,2257.0,"B90: Sicilian Defense: Najdorf Variation, Lipnitsky Attack",black,90,https://lichess.org/W4SUdX0V
yc0712Ky,thinkplanmove314,2267.0,orel_chess13,2310.0,E16: Queen's Indian Defense: Capablanca Variation,black,62,https://lichess.org/yc0712Ky
fddQHDQ4,phyothetaung,2218.0,thinkplanmove314,2258.0,B95: Sicilian Defense: Najdorf Variation,black,48,https://lichess.org/fddQHDQ4
74jMeftE,thinkplanmove314,2258.0,mohammadarmanansari8,2202.0,D33: Tarrasch Defense: Prague Variation,black,56,https://lichess.org/74jMeftE
Oc541NBW,thinkplanmove314,2259.0,su_chess23,2230.0,D38: Queen's Gambit Declined: Ragozin Defense,draw,49,https://lichess.org/Oc541NBW
GjBPvC4I,jjonasostvang,2231.0,thinkplanmove314,2270.0,"B92: Sicilian Defense: Najdorf Variation, Opocensky Variation",white,63,https://lichess.org/GjBPvC4I
iYTLI6Df,thinkplanmove314,2257.0,chess198500,2293.0,"B78: Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line",white,53,https://lichess.org/iYTLI6Df
jgfNNFdA,thinkplanmove314,2243.0,chess198500,2297.0,C01: French Defense: Exchange Variation,white,97,https://lichess.org/jgfNNFdA
1edB7U9w,nilete,2293.0,thinkplanmove314,2254.0,A45: Indian Defense,white,31,https://lichess.org/1edB7U9w
oKO0DPqB,thinkplanmove314,2240.0,mithiLesH2012,2270.0,E10: Indian Defense: Anti-Nimzo-Indian,white,139,https://lichess.org/oKO0DPqB
0xzXehys,Bezda_Simi_sachy,2245.0,thinkplanmove314,2225.0,A01: Nimzo-Larsen Attack: Indian Variation,black,36,https://lichess.org/0xzXehys
Ryyh2LCn,thisisdi96,2427.0,thinkplanmove314,2232.0,A46: Indian Defense: Knights Variation,white,33,https://lichess.org/Ryyh2LCn
cxLIm6Ji,Victory_Biber,2258.0,thinkplanmove314,2231.0,D01: Rapport-Jobava System,draw,70,https://lichess.org/cxLIm6Ji
MhgmfPyl,thinkplanmove314,2222.0,nakaschuk,2088.0,B13: Caro-Kann Defense: Exchange Variation,white,123,https://lichess.org/MhgmfPyl
zzu4YYlB,thinkplanmove314,2238.0,malarokada453,2182.0,"B36: Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation",black,40,https://lichess.org/zzu4YYlB
g0w97jnJ,dimitarLXIV,2156.0,thinkplanmove314,2228.0,A00: Van't Kruijs Opening,black,72,https://lichess.org/g0w97jnJ
BaVgS1LA,thinkplanmove314,2216.0,dima44093,2114.0,B03: Alekhine Defense: Exchange Variation,white,69,https://lichess.org/BaVgS1LA
8kUJDA8y,thinkplanmove314,2204.0,rishiritz,2112.0,E11: Bogo-Indian Defense: Exchange Variation,white,69,https://lichess.org/8kUJDA8y
uI7QPJ0I,malarokada453,2161.0,thinkplanmove314,2224.0,"B22: Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",white,109,https://lichess.org/uI7QPJ0I
EOXqIq0X,thinkplanmove314,2219.0,heavel,2330.0,"D00: Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",draw,126,https://lichess.org/EOXqIq0X
tJSiZ5qP,ChessClive,2092.0,thinkplanmove314,2206.0,"B52: Sicilian Defense: Moscow Variation, Main Line",black,39,https://lichess.org/tJSiZ5qP
Qb5wGYUx,Henryletennisman26,2444.0,thinkplanmove314,2214.0,A45: Indian Defense,white,25,https://lichess.org/Qb5wGYUx
0o2JnvAi,SVBCTAMILYT,2020.0,thinkplanmove314,2208.0,E20: Nimzo-Indian Defense,black,110,https://lichess.org/0o2JnvAi
YLoJZIf9,Karam_Masoudi,2181.0,thinkplanmove314,2222.0,D05: Queen's Pawn Game: Colle System,draw,42,https://lichess.org/YLoJZIf9
7hx70z6p,thinkplanmove314,2222.0,B235iftvfnS,2213.0,A81: Dutch Defense: Fianchetto Attack,black,90,https://lichess.org/7hx70z6p
gDZtFkUe,NONOY_BERNIL,2228.0,thinkplanmove314,2208.0,"E18: Queen's Indian Defense: Classical Variation, Traditional Variation",black,128,https://lichess.org/gDZtFkUe
LrVdZRVH,thinkplanmove314,2208.0,Anonymous,,"E81: King's Indian Defense: Sämisch Variation, Normal Defense",white,145,https://lichess.org/LrVdZRVH
TVvU3x5w,thinkplanmove314,2208.0,Anonymous,,D41: Queen's Gambit Declined: Semi-Tarrasch Defense,black,48,https://lichess.org/TVvU3x5w
8w1Z4xkR,thinkplanmove314,2198.0,neelunani5,2148.0,"C54: Italian Game: Classical Variation, Giuoco Pianissimo",white,69,https://lichess.org/8w1Z4xkR
ylmjwfLz,GhostChess_54,2108.0,thinkplanmove314,2202.0,B53: Sicilian Defense: Chekhover Variation,draw,98,https://lichess.org/ylmjwfLz
H6McPNy4,thinkplanmove314,2216.0,Ya_Ilya,2172.0,D46: Semi-Slav Defense: Chigorin Defense,black,81,https://lichess.org/H6McPNy4
4i1Xo6nT,shivamanju,2117.0,thinkplanmove314,2206.0,A00: Polish Opening: Czech Defense,black,100,https://lichess.org/4i1Xo6nT
tj1dDjzM,war-78-war,2173.0,thinkplanmove314,2208.0,"B21: Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense",draw,64,https://lichess.org/tj1dDjzM
syyt2lj3,thinkplanmove314,2209.0,war-78-war,2170.0,D00: Queen's Pawn Game: Accelerated London System,draw,92,https://lichess.org/syyt2lj3
7eFzltiN,quetag,2213.0,thinkplanmove314,2222.0,A05: King's Indian Attack: Symmetrical Defense,white,81,https://lichess.org/7eFzltiN
Ip32wVFW,thinkplanmove314,2239.0,POURIYA_313,2183.0,D37: Queen's Gambit Declined: Three Knights Variation,black,118,https://lichess.org/Ip32wVFW
89LiCDn3,icheetbutproveit,2263.0,thinkplanmove314,2238.0,B21: Sicilian Defense: Smith-Morra Gambit,draw,67,https://lichess.org/89LiCDn3
42699POj,Big_bridge,2296.0,thinkplanmove314,2250.0,E12: Queen's Indian Defense: Kasparov Variation,white,147,https://lichess.org/42699POj
g11JOwaj,thinkplanmove314,2241.0,AmyLawrence,2113.0,D45: Semi-Slav Defense: Main Line,white,129,https://lichess.org/g11JOwaj
AIImCLeF,thinkplanmove314,2252.0,f4aulex,2283.0,"D55: Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",black,62,https://lichess.org/AIImCLeF
fn8uhs8V,CrossTheAlps,2299.0,thinkplanmove314,2237.0,"B92: Sicilian Defense: Najdorf Variation, Opocensky Variation",black,126,https://lichess.org/fn8uhs8V
3KAy9qED,thinkplanmove314,2236.0,hhd123,2253.0,"E81: King's Indian Defense: Sämisch Variation, Sämisch Gambit",draw,100,https://lichess.org/3KAy9qED
RVn652pd,Lewstherinioz,2057.0,thinkplanmove314,2228.0,"E36: Nimzo-Indian Defense: Classical Variation, Noa Variation",black,108,https://lichess.org/RVn652pd
FXyRxE1k,thinkplanmove314,2216.0,lamlao1532,2159.0,D11: Slav Defense: Modern Line,white,73,https://lichess.org/FXyRxE1k
1kzNC7MJ,Rosita2022,2190.0,thinkplanmove314,2201.0,"E34: Nimzo-Indian Defense: Classical Variation, Noa Variation",black,98,https://lichess.org/1kzNC7MJ
QqbTk8dU,thinkplanmove314,2186.0,alter-Opa1,2168.0,"D17: Slav Defense: Czech Variation, Wiesbaden Variation",white,39,https://lichess.org/QqbTk8dU
PJtCgDP8,thinkplanmove314,2174.0,Michel_Melnikov67,2058.0,D16: Slav Defense: Soultanbeieff Variation,white,43,https://lichess.org/PJtCgDP8
bgG3aYVO,Ngandung,2289.0,thinkplanmove314,2186.0,"B99: Sicilian Defense: Najdorf Variation, Main Line",white,35,https://lichess.org/bgG3aYVO
HJVURT61,thinkplanmove314,2209.0,maxeive,2119.0,A40: Englund Gambit: Hartlaub-Charlick Gambit,black,36,https://lichess.org/HJVURT61
rpU4JZDl,KANWAL,2128.0,thinkplanmove314,2193.0,"B92: Sicilian Defense: Najdorf Variation, Opocensky Variation",black,78,https://lichess.org/rpU4JZDl
ro6d0nUW,Ymasumac,2077.0,thinkplanmove314,2179.0,"C02: French Defense: Advance Variation, Paulsen Attack",black,60,https://lichess.org/ro6d0nUW
